...1,project_reference,academic_year,mobility_start_month,mobility_end_month,mobility_duration,activity_mob,participant_nationality,participant_gender,participant_profile,special_needs,fewer_opportunities,group_leader,participant_age,sending_country_code,sending_city,sending_organization,receiving_country_code,receiving_city,receiving_organization
11236,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,15,RO,Prundu Bargaului,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11237,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Beclean,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11238,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Bistrita,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11239,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11240,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Budacu de jos,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11241,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Maieru,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11242,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Nimigea de Jos,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11243,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Beclean,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11244,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11245,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11246,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Nasaud,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11247,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,18,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11248,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,18,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11249,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,18,RO,Dumitra,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11250,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,18,RO,Monariu,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11251,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,19,RO,Coasta,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11252,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,20,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11253,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,24,RO,Nasaud,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11254,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,25,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11255,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,No,No,27,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11256,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,Yes,No,15,RO,Ilva Mica,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11257,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Female,Learner,No,Yes,No,17,RO,Sieu,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11258,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,15,RO,Lechinta,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11259,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Anies,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11260,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Beclean,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11261,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Bistrita,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11262,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Lunca Ilvei,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11263,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Tarlisua,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11264,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Teaca,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11265,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Beclean,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11266,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11267,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Bistrita,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11268,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11269,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Caian,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11270,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Sieu Magherus,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11271,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Telciu,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11272,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Unirea,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11273,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,18,RO,Bistrita,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11274,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,18,RO,Nasaud,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11275,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,20,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11276,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,22,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11277,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,No,No,23,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11278,2014-1-RO01-KA347-002658,2014-2015,2014-11,2014-11,2,National youth meetings,RO,Male,Learner,No,Yes,No,14,RO,Sieu,Asociatia Tineri pentru Comunitate Bistrita,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita
11279,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,1,National youth meetings,RO,Female,Learner,No,No,No,27,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11280,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,15,RO,Budacu de jos,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11281,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,15,RO,Prundu Bargaului,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11282,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Anies,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11283,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Beclean,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11284,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Bistrita,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11285,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11286,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Budacu de jos,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11287,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Maieru,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11288,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,16,RO,Tarlisua,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11289,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Beclean,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11290,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11291,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11292,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Maieru,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11293,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Nasaud,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11294,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,17,RO,Nimigea de Jos,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11295,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,18,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11296,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,18,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11297,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,18,RO,Dumitra,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11298,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,18,RO,Monariu,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11299,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,19,RO,Coasta,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11300,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,20,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11301,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,24,RO,Nasaud,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11302,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,25,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11303,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,No,No,27,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11304,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,Yes,No,15,RO,Ilva Mica,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11305,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Female,Learner,No,Yes,No,17,RO,Sieu,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11306,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,15,RO,Lechinta,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11307,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Beclean,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11308,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Bistrita,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11309,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Lunca Ilvei,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11310,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,16,RO,Teaca,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11311,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Beclean,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11312,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11313,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Bistrita,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11314,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11315,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Caian,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11316,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Sieu Magherus,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11317,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Telciu,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11318,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,17,RO,Unirea,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11319,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,18,RO,Bistrita,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11320,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,18,RO,Nasaud,Inspectoratul Scolar Judetean Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11321,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,20,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11322,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,22,RO,Bistrita,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11323,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,23,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11324,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,No,No,23,RO,Bistrita,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud,RO,Valea Mare,Unitatea Administrativ-Teritoriala Judetul Bistrita-Nasaud
11325,2014-1-RO01-KA347-002658,2014-2015,2014-12,2014-12,2,National youth meetings,RO,Male,Learner,No,Yes,No,15,RO,Sieu,Asociatia Tineri pentru Comunitate Bistrita,RO,Valea Mare,Asociatia Tineri pentru Comunitate Bistrita
11541,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,1,National youth meetings,SE,Female,Learner,No,No,No,32,SE,Ume�,Push Sverige,SE,Ume�,Push Sverige
11542,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,1,National youth meetings,SE,Female,Learner,No,No,No,35,SE,Ume�,Push Sverige,SE,Ume�,Push Sverige
11543,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,1,National youth meetings,SE,Female,Learner,No,No,No,48,SE,Ume�,Push Sverige,SE,Ume�,Push Sverige
11544,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,1,National youth meetings,SE,Female,Learner,No,No,No,57,SE,Ume�,Push Sverige,SE,Ume�,Push Sverige
11545,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,1,National youth meetings,SE,Male,Learner,No,No,No,29,SE,Ume�,Push Sverige,SE,Ume�,Push Sverige
11546,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,1,National youth meetings,SE,Male,Learner,No,No,No,47,SE,Ume�,Push Sverige,SE,Ume�,Push Sverige
11547,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,1,National youth meetings,SE,Male,Learner,Yes,No,No,34,SE,Ume�,Push Sverige,SE,Ume�,Push Sverige
11548,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,RU,Female,Learner,No,No,No,23,SE,Uppsala,Push Sverige,SE,Ume�,Push Sverige
11549,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,RU,Female,Learner,No,No,No,25,SE,V�ster�s,Push Sverige,SE,Ume�,Push Sverige
11550,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,15,SE,Sandviken,Push Sverige,SE,Ume�,Push Sverige
11551,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,17,SE,�stersund,Push Sverige,SE,Ume�,Push Sverige
11552,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,17,SE,Kramfors,Push Sverige,SE,Ume�,Push Sverige
11553,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,17,SE,Nacka,Push Sverige,SE,Ume�,Push Sverige
11554,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,17,SE,Norrk�ping,Push Sverige,SE,Ume�,Push Sverige
11555,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,17,SE,Ume�,Push Sverige,SE,Ume�,Push Sverige
11556,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,18,SE,Borl�nge,Push Sverige,SE,Ume�,Push Sverige
11557,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,19,SE,Borl�nge,Push Sverige,SE,Ume�,Push Sverige
11558,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,19,SE,G�vle,Push Sverige,SE,Ume�,Push Sverige
11559,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,19,SE,Uppsala,Push Sverige,SE,Ume�,Push Sverige
11560,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,20,SE,Danderyd,Push Sverige,SE,Ume�,Push Sverige
11561,2014-1-SE02-KA347-000168,2014-2015,2014-08,2014-08,3,National youth meetings,SE,Female,Learner,No,No,No,20,SE,G�teborg,Push Sverige,SE,Ume�,Push Sverige
